Time(s),Extension(mm),Load(N),Flexure stress(MPa),Flexure strain (Extension)(mm/mm)
149.60000,12.66492,617.78650,513.01630,0.02043
149.70000,12.67324,618.05933,513.24280,0.02044
149.80000,12.68152,618.36646,513.49786,0.02045
149.90000,12.68985,618.67133,513.75104,0.02047
150.00000,12.69813,619.11615,514.12042,0.02048
150.10000,12.70646,618.89886,513.94000,0.02049
150.20000,12.71480,619.74042,514.63879,0.02051
150.30000,12.72316,619.59167,514.51532,0.02052
150.40000,12.73155,620.05402,514.89923,0.02053
150.50000,12.73991,620.36078,515.15399,0.02055
150.60000,12.74818,620.80920,515.52637,0.02056
150.70000,12.75656,621.01373,515.69623,0.02057
150.80000,12.76487,621.24451,515.88782,0.02059
150.90000,12.77309,621.63556,516.21259,0.02060
151.00000,12.78145,621.92389,516.45203,0.02061
151.10000,12.78982,622.15717,516.64569,0.02063
151.20000,12.79820,622.61859,517.02887,0.02064
151.30000,12.80654,623.10016,517.42877,0.02065
151.40000,12.81487,622.99438,517.34094,0.02067
151.50000,12.82322,623.29877,517.59369,0.02068
151.60000,12.83155,623.51343,517.77197,0.02069
151.70000,12.83985,623.97327,518.15381,0.02071
151.80000,12.84808,624.50250,518.59332,0.02072
151.90000,12.85646,624.55725,518.63879,0.02073
152.00000,12.86485,625.05829,519.05481,0.02075
152.10000,12.87318,625.08356,519.07581,0.02076
152.20000,12.88156,625.59674,519.50195,0.02078
152.30000,12.88988,625.81427,519.68262,0.02079
152.40000,12.89821,625.89209,519.74725,0.02080
152.50000,12.90652,626.61926,520.35107,0.02082
152.60000,12.91484,626.54938,520.29303,0.02083
152.70000,12.92314,626.85895,520.55011,0.02084
152.80000,12.93151,627.05621,520.71393,0.02086
152.90000,12.93979,627.80139,521.33276,0.02087
153.00000,12.94814,627.83844,521.36353,0.02088
153.10000,12.95659,627.87518,521.39404,0.02090
153.20000,12.96488,628.53644,521.94312,0.02091
153.30000,12.97319,628.71954,522.09515,0.02092
153.40000,12.98150,628.91772,522.25977,0.02094
153.50000,12.98983,629.45374,522.70483,0.02095
153.60000,12.99817,629.29022,522.56909,0.02096
153.70000,13.00646,630.20386,523.32776,0.02098
153.80000,13.01481,630.36359,523.46039,0.02099
153.90000,13.02318,630.29327,523.40204,0.02100
154.00000,13.03156,630.75275,523.78357,0.02102
154.10000,13.03986,631.35803,524.28619,0.02103
154.20000,13.04818,631.39111,524.31366,0.02104
154.30000,13.05652,631.74622,524.60858,0.02106
154.40000,13.06483,631.98901,524.81018,0.02107
154.50000,13.07314,632.47510,525.21381,0.02108
154.60000,13.08152,632.79523,525.47968,0.02110
154.70000,13.08984,632.67505,525.37988,0.02111
154.80000,13.09818,633.26111,525.86652,0.02112
154.90000,13.10655,633.69659,526.22815,0.02114
155.00000,13.11486,633.81250,526.32440,0.02115
155.10000,13.12320,634.07043,526.53864,0.02117
155.20000,13.13152,634.24347,526.68231,0.02118
155.30000,13.13977,634.48462,526.88257,0.02119
155.40000,13.14816,634.86316,527.19690,0.02121
155.50000,13.15656,635.37524,527.62213,0.02122
155.60000,13.16483,635.74121,527.92603,0.02123
155.70000,13.17317,635.90894,528.06531,0.02125
155.80000,13.18153,636.33282,528.41736,0.02126
155.90000,13.18986,636.41736,528.48755,0.02127
156.00000,13.19820,636.58997,528.63086,0.02129
156.10000,13.20644,637.11536,529.06714,0.02130
156.20000,13.21478,637.10052,529.05481,0.02131
156.30000,13.22320,637.41870,529.31903,0.02133
156.40000,13.23153,638.07178,529.86139,0.02134
156.50000,13.23985,637.95251,529.76233,0.02135
156.60000,13.24822,638.34705,530.08997,0.02137
156.70000,13.25652,638.83057,530.49146,0.02138
156.80000,13.26483,639.04193,530.66699,0.02139
156.90000,13.27316,639.51282,531.05804,0.02141
157.00000,13.28146,639.83051,531.32184,0.02142
157.10000,13.28983,640.08539,531.53351,0.02143
157.20000,13.29812,640.16150,531.59668,0.02145
157.30000,13.30650,640.63184,531.98724,0.02146
157.40000,13.31493,640.93433,532.23846,0.02147
157.50000,13.32322,641.40826,532.63202,0.02149
157.60000,13.33152,641.28156,532.52679,0.02150
157.70000,13.33981,641.44769,532.66479,0.02151
157.80000,13.34811,642.05042,533.16528,0.02153
157.90000,13.35651,642.30359,533.37549,0.02154
158.00000,13.36481,642.65338,533.66595,0.02155
158.10000,13.37311,642.95837,533.91925,0.02157
158.20000,13.38157,643.35663,534.24994,0.02158
158.30000,13.38993,643.38428,534.27295,0.02160
158.40000,13.39822,643.65082,534.49426,0.02161
158.50000,13.40652,644.02570,534.80554,0.02162
158.60000,13.41483,644.11133,534.87665,0.02164
158.70000,13.42314,644.56830,535.25616,0.02165
158.80000,13.43146,645.07288,535.67517,0.02166
158.90000,13.43977,645.29889,535.86285,0.02168
159.00000,13.44818,645.52765,536.05280,0.02169
159.10000,13.45656,645.62726,536.13550,0.02170
159.20000,13.46489,646.08911,536.51904,0.02172
159.30000,13.47323,646.58630,536.93195,0.02173
159.40000,13.48155,646.88043,537.17615,0.02174
159.50000,13.48981,647.01630,537.28900,0.02176
159.60000,13.49810,647.19916,537.44086,0.02177
159.70000,13.50643,647.27899,537.50714,0.02178
159.80000,13.51484,647.41699,537.62177,0.02180
159.90000,13.52318,647.75146,537.89948,0.02181
160.00000,13.53153,648.57874,538.58649,0.02182
160.10000,13.53986,648.67908,538.66980,0.02184
160.20000,13.54823,649.07263,538.99658,0.02185
160.30000,13.55656,649.32855,539.20911,0.02186
160.40000,13.56477,649.20538,539.10681,0.02188
160.50000,13.57310,649.70892,539.52496,0.02189
160.60000,13.58148,650.35071,540.05792,0.02190
160.70000,13.58982,650.24072,539.96661,0.02192
160.80000,13.59817,650.73175,540.37433,0.02193
160.90000,13.60656,650.96997,540.57214,0.02194
161.00000,13.61488,651.32465,540.86670,0.02196
161.10000,13.62324,651.51959,541.02856,0.02197
161.20000,13.63154,651.76178,541.22968,0.02198
161.30000,13.63981,652.03369,541.45551,0.02200
161.40000,13.64816,652.35077,541.71881,0.02201
161.50000,13.65646,652.74127,542.04309,0.02203
161.60000,13.66479,652.79761,542.08984,0.02204
161.70000,13.67318,652.86041,542.14203,0.02205
161.80000,13.68158,653.69879,542.83820,0.02207
161.90000,13.68988,653.48590,542.66144,0.02208
162.00000,13.69819,654.28253,543.32294,0.02209
162.10000,13.70652,654.31189,543.34735,0.02211
162.20000,13.71484,654.61859,543.60199,0.02212
162.30000,13.72316,654.99078,543.91107,0.02213
162.40000,13.73141,655.33276,544.19507,0.02215
162.50000,13.73981,655.55261,544.37762,0.02216
162.60000,13.74822,655.93524,544.69537,0.02217
162.70000,13.75656,655.89502,544.66199,0.02219
162.80000,13.76485,656.13837,544.86407,0.02220
162.90000,13.77318,656.95752,545.54431,0.02221
163.00000,13.78153,656.76532,545.38470,0.02223
163.10000,13.78982,657.44794,545.95154,0.02224
163.20000,13.79816,657.36328,545.88123,0.02225
163.30000,13.80647,657.70447,546.16455,0.02227
163.40000,13.81483,658.31427,546.67096,0.02228
163.50000,13.82322,658.27850,546.64124,0.02229
163.60000,13.83151,658.41406,546.75385,0.02231
163.70000,13.83990,658.81708,547.08850,0.02232
163.80000,13.84818,659.22577,547.42786,0.02233
163.90000,13.85647,659.37787,547.55420,0.02235
164.00000,13.86482,659.89960,547.98743,0.02236
164.10000,13.87316,660.06561,548.12531,0.02237
164.20000,13.88151,660.29059,548.31207,0.02239
164.30000,13.88985,660.48804,548.47607,0.02240
164.40000,13.89814,660.82623,548.75690,0.02241
164.50000,13.90655,661.12744,549.00702,0.02243
164.60000,13.91493,661.51239,549.32672,0.02244
164.70000,13.92313,661.96216,549.70020,0.02246
164.80000,13.93146,661.95337,549.69287,0.02247
164.90000,13.93987,662.47552,550.12653,0.02248
165.00000,13.94817,662.55487,550.19238,0.02250
165.10000,13.95653,662.80975,550.40405,0.02251
165.20000,13.96484,663.18231,550.71344,0.02252
165.30000,13.97319,663.60681,551.06592,0.02254
165.40000,13.98156,663.65948,551.10968,0.02255
165.50000,13.98983,664.07336,551.45337,0.02256
165.60000,13.99814,664.47467,551.78662,0.02258
165.70000,14.00651,664.62781,551.91376,0.02259
165.80000,14.01477,664.98608,552.21130,0.02260
165.90000,14.02317,665.14447,552.34283,0.02262
166.00000,14.03158,665.51208,552.64807,0.02263
166.10000,14.03985,665.95044,553.01208,0.02264
166.20000,14.04823,665.98486,553.04071,0.02266
166.30000,14.05652,666.41821,553.40057,0.02267
166.40000,14.06479,666.75171,553.67749,0.02268
166.50000,14.07319,666.66833,553.60828,0.02270
166.60000,14.08150,667.14404,554.00330,0.02271
166.70000,14.08975,667.26697,554.10535,0.02272
166.80000,14.09818,667.73438,554.49353,0.02274
166.90000,14.10657,668.17432,554.85883,0.02275
167.00000,14.11490,668.19293,554.87427,0.02276
167.10000,14.12320,668.55206,555.17255,0.02278
167.20000,14.13151,668.67694,555.27625,0.02279
167.30000,14.13984,669.25299,555.75458,0.02280
167.40000,14.14814,669.36670,555.84900,0.02282
167.50000,14.15648,669.55444,556.00488,0.02283
167.60000,14.16480,669.84613,556.24713,0.02284
167.70000,14.17318,670.31482,556.63635,0.02286
167.80000,14.18156,670.53687,556.82074,0.02287
167.90000,14.18986,670.78851,557.02966,0.02289
168.00000,14.19823,671.08289,557.27411,0.02290
168.10000,14.20656,671.37061,557.51306,0.02291
168.20000,14.21481,671.66821,557.76019,0.02293
168.30000,14.22311,671.88812,557.94281,0.02294
168.40000,14.23149,672.31635,558.29840,0.02295
168.50000,14.23981,672.39832,558.36646,0.02297
168.60000,14.24817,672.49121,558.44360,0.02298
168.70000,14.25653,673.20917,559.03979,0.02299
168.80000,14.26488,673.29315,559.10956,0.02301
168.90000,14.27326,673.65509,559.41010,0.02302
169.00000,14.28149,673.88306,559.59943,0.02303
169.10000,14.28979,674.17059,559.83820,0.02305
169.20000,14.29813,674.04883,559.73706,0.02306
169.30000,14.30646,674.45251,560.07233,0.02307
169.40000,14.31483,674.78204,560.34595,0.02309
169.50000,14.32318,675.16956,560.66772,0.02310
169.60000,14.33153,675.29608,560.77283,0.02311
169.70000,14.33991,675.90332,561.27710,0.02313
169.80000,14.34824,676.03662,561.38776,0.02314
169.90000,14.35650,676.03778,561.38873,0.02315
170.00000,14.36483,676.62115,561.87317,0.02317
170.10000,14.37311,676.84528,562.05927,0.02318
170.20000,14.38144,677.20844,562.36084,0.02319
170.30000,14.38984,677.25287,562.39777,0.02321
170.40000,14.39819,677.63831,562.71783,0.02322
170.50000,14.40656,678.19952,563.18384,0.02323
170.60000,14.41489,678.13849,563.13318,0.02325
170.70000,14.42316,678.62787,563.53955,0.02326
170.80000,14.43153,678.65741,563.56409,0.02328
170.90000,14.43985,678.93793,563.79706,0.02329
171.00000,14.44808,679.22150,564.03253,0.02330
171.10000,14.45644,679.41150,564.19031,0.02332
171.20000,14.46486,679.77264,564.49017,0.02333
171.30000,14.47320,680.23303,564.87250,0.02334
171.40000,14.48155,680.41748,565.02570,0.02336
171.50000,14.48986,680.70782,565.26678,0.02337
171.60000,14.49821,680.83728,565.37427,0.02338
171.70000,14.50654,680.98108,565.49371,0.02340
171.80000,14.51482,681.59534,566.00378,0.02341
171.90000,14.52310,681.77057,566.14929,0.02342
172.00000,14.53152,682.21906,566.52173,0.02344
172.10000,14.53984,682.28406,566.57568,0.02345
172.20000,14.54821,682.62665,566.86017,0.02346
172.30000,14.55658,682.69525,566.91718,0.02348
172.40000,14.56485,682.95508,567.13293,0.02349
172.50000,14.57319,683.49542,567.58167,0.02350
172.60000,14.58151,683.70087,567.75226,0.02352
172.70000,14.58980,684.09998,568.08368,0.02353
172.80000,14.59820,684.18732,568.15619,0.02354
172.90000,14.60654,684.29083,568.24213,0.02356
173.00000,14.61479,684.51117,568.42511,0.02357
173.10000,14.62322,685.31055,569.08893,0.02358
173.20000,14.63162,685.22845,569.02075,0.02360
173.30000,14.63980,685.50067,569.24683,0.02361
173.40000,14.64817,685.73865,569.44446,0.02362
173.50000,14.65650,686.06598,569.71625,0.02364
173.60000,14.66481,686.50232,570.07861,0.02365
173.70000,14.67319,686.57953,570.14270,0.02366
173.80000,14.68147,687.16840,570.63171,0.02368
173.90000,14.68982,687.39929,570.82343,0.02369
174.00000,14.69824,687.56165,570.95825,0.02371
174.10000,14.70653,687.81464,571.16833,0.02372
174.20000,14.71484,687.71350,571.08435,0.02373
174.30000,14.72317,688.08478,571.39270,0.02375
174.40000,14.73145,688.53333,571.76514,0.02376
174.50000,14.73982,689.00201,572.15436,0.02377
174.60000,14.74817,689.13605,572.26569,0.02379
174.70000,14.75651,689.37433,572.46356,0.02380
174.80000,14.76488,690.01599,572.99640,0.02381
174.90000,14.77319,689.66913,572.70837,0.02383
175.00000,14.78150,690.60797,573.48798,0.02384
175.10000,14.78986,690.31152,573.24182,0.02385
175.20000,14.79819,690.74420,573.60107,0.02387
175.30000,14.80645,691.03967,573.84644,0.02388
175.40000,14.81478,691.52264,574.24750,0.02389
175.50000,14.82318,691.47662,574.20929,0.02391
175.60000,14.83156,691.81982,574.49432,0.02392
175.70000,14.83985,692.11707,574.74115,0.02393
175.80000,14.84820,692.22839,574.83356,0.02395
175.90000,14.85652,692.47913,575.04181,0.02396
176.00000,14.86484,692.66602,575.19696,0.02397
176.10000,14.87316,692.83344,575.33600,0.02399
176.20000,14.88143,693.46539,575.86078,0.02400
176.30000,14.88982,693.70929,576.06335,0.02401
176.40000,14.89820,693.88239,576.20709,0.02403
176.50000,14.90651,694.20319,576.47345,0.02404
176.60000,14.91487,694.50153,576.72119,0.02405
176.70000,14.92323,694.54834,576.76007,0.02407
176.80000,14.93151,695.20258,577.30341,0.02408
176.90000,14.93981,695.29938,577.38379,0.02409
177.00000,14.94815,695.47192,577.52704,0.02411
177.10000,14.95646,695.49078,577.54272,0.02412
177.20000,14.96485,695.96906,577.93988,0.02414
177.30000,14.97314,696.16974,578.10651,0.02415
177.40000,14.98154,696.45776,578.34570,0.02416
177.50000,14.98991,696.68103,578.53113,0.02418
177.60000,14.99819,696.95697,578.76025,0.02419
177.70000,15.00648,697.54358,579.24738,0.02420
177.80000,15.01480,697.45856,579.17676,0.02422
177.90000,15.02314,697.77173,579.43683,0.02423
178.00000,15.03151,698.19952,579.79205,0.02424
178.10000,15.03982,698.51282,580.05225,0.02426
178.20000,15.04815,698.78461,580.27795,0.02427
178.30000,15.05659,698.96027,580.42383,0.02428
178.40000,15.06491,699.16913,580.59723,0.02430
178.50000,15.07318,699.40607,580.79401,0.02431
178.60000,15.08152,699.67065,581.01373,0.02432
178.70000,15.08977,700.11829,581.38544,0.02434
178.80000,15.09813,700.32336,581.55573,0.02435
178.90000,15.10650,700.57416,581.76398,0.02436
179.00000,15.11481,700.81799,581.96649,0.02438
179.10000,15.12323,701.08984,582.19220,0.02439
179.20000,15.13157,701.18506,582.27130,0.02440
179.30000,15.13982,701.61871,582.63141,0.02442
179.40000,15.14823,701.67474,582.67792,0.02443
179.50000,15.15654,701.80621,582.78711,0.02444
179.60000,15.16476,702.25616,583.16077,0.02446
179.70000,15.17311,702.52808,583.38654,0.02447
179.80000,15.18149,702.82263,583.63116,0.02448
179.90000,15.18985,703.16718,583.91724,0.02450
180.00000,15.19823,703.55219,584.23700,0.02451
180.10000,15.20654,703.68396,584.34644,0.02453
180.20000,15.21487,703.94696,584.56482,0.02454
180.30000,15.22324,704.03369,584.63684,0.02455
180.40000,15.23150,704.28809,584.84808,0.02457
180.50000,15.23976,704.58551,585.09503,0.02458
180.60000,15.24814,705.03558,585.46881,0.02459
180.70000,15.25650,704.99054,585.43140,0.02461
180.80000,15.26485,705.37781,585.75299,0.02462
180.90000,15.27323,705.92633,586.20850,0.02463
181.00000,15.28154,705.98273,586.25531,0.02465
181.10000,15.28987,705.82410,586.12360,0.02466
181.20000,15.29818,706.24414,586.47241,0.02467
181.30000,15.30647,707.02606,587.12170,0.02469
181.40000,15.31482,707.32776,587.37225,0.02470
181.50000,15.32317,707.39728,587.42999,0.02471
181.60000,15.33144,707.50781,587.52179,0.02473
181.70000,15.33983,707.77484,587.74353,0.02474
181.80000,15.34826,708.07013,587.98871,0.02475
181.90000,15.35653,708.08746,588.00311,0.02477
182.00000,15.36485,708.36151,588.23071,0.02478
182.10000,15.37317,708.70227,588.51367,0.02479
182.20000,15.38150,709.17255,588.90417,0.02481
182.30000,15.38984,709.38678,589.08209,0.02482
182.40000,15.39814,709.79333,589.41968,0.02483
182.50000,15.40647,709.84052,589.45886,0.02485
182.60000,15.41486,709.88342,589.49451,0.02486
182.70000,15.42323,710.26849,589.81427,0.02487
182.80000,15.43151,710.64362,590.12579,0.02489
182.90000,15.43985,710.90527,590.34308,0.02490
183.00000,15.44819,711.14972,590.54602,0.02491
183.10000,15.45649,711.33893,590.70319,0.02493
183.20000,15.46480,711.67413,590.98151,0.02494
183.30000,15.47318,711.65137,590.96265,0.02496
183.40000,15.48151,712.22681,591.44049,0.02497
183.50000,15.48985,712.51819,591.68243,0.02498
183.60000,15.49822,712.82983,591.94122,0.02500
183.70000,15.50652,713.02814,592.10590,0.02501
183.80000,15.51487,713.43060,592.44012,0.02502
183.90000,15.52317,713.57196,592.55750,0.02504
184.00000,15.53143,713.77606,592.72699,0.02505
184.10000,15.53980,714.02551,592.93414,0.02506
184.20000,15.54821,714.37445,593.22388,0.02508
184.30000,15.55651,714.51117,593.33740,0.02509
184.40000,15.56484,714.81995,593.59387,0.02510
184.50000,15.57319,714.89343,593.65485,0.02512
184.60000,15.58153,715.23102,593.93518,0.02513
184.70000,15.58989,715.60999,594.24988,0.02514
184.80000,15.59812,715.85522,594.45355,0.02516
184.90000,15.60645,715.99957,594.57343,0.02517
185.00000,15.61486,716.15063,594.69885,0.02518
185.10000,15.62317,716.58868,595.06262,0.02520
185.20000,15.63153,716.86676,595.29352,0.02521
185.30000,15.63988,716.83246,595.26508,0.02522
185.40000,15.64819,717.32269,595.67212,0.02524
185.50000,15.65650,717.77362,596.04663,0.02525
185.60000,15.66482,717.61652,595.91614,0.02526
185.70000,15.67312,717.92535,596.17261,0.02528
185.80000,15.68150,718.40088,596.56750,0.02529
185.90000,15.68979,718.57147,596.70917,0.02530
186.00000,15.69818,718.67352,596.79388,0.02532
186.10000,15.70660,719.16650,597.20325,0.02533
186.20000,15.71487,719.14929,597.18896,0.02534
186.30000,15.72320,719.38947,597.38843,0.02536
186.40000,15.73149,719.72711,597.66882,0.02537
186.50000,15.73978,719.81708,597.74353,0.02539
186.60000,15.74818,720.38434,598.21460,0.02540
186.70000,15.75649,720.52258,598.32935,0.02541
186.80000,15.76477,720.98346,598.71210,0.02543
186.90000,15.77325,721.22308,598.91107,0.02544
187.00000,15.78159,721.51855,599.15643,0.02545
187.10000,15.78989,721.69232,599.30072,0.02547
187.20000,15.79818,721.78741,599.37970,0.02548
187.30000,15.80646,722.13373,599.66730,0.02549
187.40000,15.81481,722.30322,599.80804,0.02551
187.50000,15.82315,722.80450,600.22430,0.02552
187.60000,15.83144,722.52429,599.99164,0.02553
187.70000,15.83986,723.11615,600.48309,0.02555
187.80000,15.84822,723.33472,600.66461,0.02556
187.90000,15.85654,723.89355,601.12866,0.02557
188.00000,15.86488,724.08252,601.28558,0.02559
188.10000,15.87323,724.21088,601.39215,0.02560
188.20000,15.88145,724.44153,601.58368,0.02561
188.30000,15.88976,724.41498,601.56165,0.02563
188.40000,15.89812,724.67212,601.77521,0.02564
188.50000,15.90649,725.44403,602.41620,0.02565
188.60000,15.91486,725.13916,602.16302,0.02567
188.70000,15.92320,725.45618,602.42627,0.02568
188.80000,15.93153,725.90704,602.80066,0.02569
188.90000,15.93990,726.08759,602.95062,0.02571
189.00000,15.94824,726.41644,603.22369,0.02572
189.10000,15.95644,726.32434,603.14722,0.02573
189.20000,15.96477,726.76404,603.51233,0.02575
189.30000,15.97314,727.21124,603.88373,0.02576
189.40000,15.98147,727.53094,604.14917,0.02577
189.50000,15.98985,727.59784,604.20471,0.02579
189.60000,15.99823,727.93622,604.48572,0.02580
189.70000,16.00656,727.76117,604.34039,0.02582
189.80000,16.01489,728.20544,604.70929,0.02583
189.90000,16.02319,728.56061,605.00421,0.02584
190.00000,16.03147,728.78412,605.18982,0.02586
190.10000,16.03983,728.84485,605.24030,0.02587
190.20000,16.04812,729.05237,605.41260,0.02588
190.30000,16.05644,729.14001,605.48535,0.02590
190.40000,16.06485,729.90411,606.11987,0.02591
190.50000,16.07323,730.33002,606.47357,0.02592
190.60000,16.08154,730.27686,606.42944,0.02594
190.70000,16.08986,730.18274,606.35126,0.02595
190.80000,16.09820,730.40820,606.53851,0.02596
190.90000,16.10651,730.88916,606.93787,0.02598
191.00000,16.11479,731.06812,607.08649,0.02599
191.10000,16.12310,731.71600,607.62451,0.02600
191.20000,16.13146,731.80768,607.70062,0.02602
191.30000,16.13987,732.17657,608.00696,0.02603
191.40000,16.14822,732.40918,608.20013,0.02604
191.50000,16.15651,732.74463,608.47870,0.02606
191.60000,16.16485,732.66693,608.41418,0.02607
191.70000,16.17320,733.00879,608.69806,0.02608
191.80000,16.18149,733.27960,608.92291,0.02610
191.90000,16.18983,733.66357,609.24176,0.02611
192.00000,16.19813,733.69659,609.26923,0.02612
192.10000,16.20652,733.92151,609.45599,0.02614
192.20000,16.21485,734.19537,609.68341,0.02615
192.30000,16.22320,734.52148,609.95422,0.02616
192.40000,16.23156,734.91339,610.27966,0.02618
192.50000,16.23987,734.60272,610.02167,0.02619
192.60000,16.24813,735.16010,610.48450,0.02620
192.70000,16.25647,735.45996,610.73352,0.02622
192.80000,16.26485,735.68115,610.91718,0.02623
192.90000,16.27318,735.84723,611.05511,0.02625
193.00000,16.28152,735.91840,611.11420,0.02626
193.10000,16.28983,736.55005,611.63873,0.02627
193.20000,16.29821,736.54425,611.63391,0.02629
193.30000,16.30659,737.21942,612.19458,0.02630
193.40000,16.31479,737.06195,612.06384,0.02631
193.50000,16.32313,737.36383,612.31451,0.02633
193.60000,16.33151,737.68433,612.58069,0.02634
193.70000,16.33983,738.08990,612.91748,0.02635
193.80000,16.34821,738.08136,612.91034,0.02637
193.90000,16.35654,738.13385,612.95392,0.02638
194.00000,16.36485,738.96057,613.64044,0.02639
194.10000,16.37321,738.70258,613.42621,0.02641
194.20000,16.38150,739.25317,613.88342,0.02642
194.30000,16.38982,739.48260,614.07397,0.02643
194.40000,16.39816,739.55566,614.13464,0.02645
194.50000,16.40644,739.73206,614.28113,0.02646
194.60000,16.41483,739.81427,614.34937,0.02647
194.70000,16.42324,740.31183,614.76257,0.02649
194.80000,16.43152,740.61993,615.01843,0.02650
194.90000,16.43990,740.68317,615.07092,0.02651
195.00000,16.44819,741.21356,615.51135,0.02653
195.10000,16.45648,741.71399,615.92694,0.02654
195.20000,16.46485,741.60846,615.83929,0.02655
195.30000,16.47317,741.86847,616.05524,0.02657
195.40000,16.48143,742.09186,616.24072,0.02658
195.50000,16.48985,742.45062,616.53864,0.02659
195.60000,16.49826,742.47589,616.55963,0.02661
195.70000,16.50656,742.84387,616.86517,0.02662
195.80000,16.51485,742.99512,616.99078,0.02664
195.90000,16.52318,743.43195,617.35352,0.02665
196.00000,16.53149,743.29065,617.23621,0.02666
196.10000,16.53981,743.68323,617.56219,0.02668
196.20000,16.54815,744.30554,618.07898,0.02669
196.30000,16.55646,744.04266,617.86072,0.02670
196.40000,16.56484,744.23694,618.02203,0.02672
196.50000,16.57322,744.92822,618.59607,0.02673
196.60000,16.58153,745.03174,618.68201,0.02674
196.70000,16.58989,745.18927,618.81287,0.02676
196.80000,16.59822,745.48230,619.05615,0.02677
196.90000,16.60646,745.41803,619.00281,0.02678
197.00000,16.61478,745.94000,619.43628,0.02680
197.10000,16.62316,745.99811,619.48450,0.02681
197.20000,16.63148,746.33655,619.76556,0.02682
197.30000,16.63984,746.72418,620.08746,0.02684
197.40000,16.64819,746.81012,620.15881,0.02685
197.50000,16.65656,747.25836,620.53107,0.02686
197.60000,16.66493,747.34155,620.60010,0.02688
197.70000,16.67314,747.53857,620.76373,0.02689
197.80000,16.68145,747.73859,620.92981,0.02690
197.90000,16.68980,747.92303,621.08301,0.02692
198.00000,16.69813,748.65167,621.68805,0.02693
198.10000,16.70649,748.60522,621.64948,0.02694
198.20000,16.71487,748.69739,621.72601,0.02696
198.30000,16.72320,749.08984,622.05194,0.02697
198.40000,16.73157,749.12036,622.07727,0.02698
198.50000,16.73991,749.22681,622.16565,0.02700
198.60000,16.74816,749.59540,622.47174,0.02701
198.70000,16.75650,749.82397,622.66156,0.02702
198.80000,16.76479,750.27081,623.03259,0.02704
198.90000,16.77311,750.20581,622.97864,0.02705
199.00000,16.78148,750.83215,623.49878,0.02707
199.10000,16.78986,751.05054,623.68011,0.02708
199.20000,16.79823,751.18512,623.79187,0.02709
199.30000,16.80655,751.27789,623.86890,0.02711
199.40000,16.81485,751.93359,624.41339,0.02712
199.50000,16.82321,751.71088,624.22845,0.02713
199.60000,16.83152,752.14722,624.59082,0.02715
199.70000,16.83976,752.30682,624.72333,0.02716
199.80000,16.84811,752.55194,624.92688,0.02717
199.90000,16.85653,752.83868,625.16498,0.02719
200.00000,16.86485,752.98865,625.28955,0.02720
200.10000,16.87320,753.59155,625.79016,0.02721
200.20000,16.88151,753.44250,625.66644,0.02723
200.30000,16.88988,753.94513,626.08380,0.02724
200.40000,16.89820,753.90155,626.04761,0.02725
200.50000,16.90649,754.37366,626.43964,0.02727
200.60000,16.91478,754.49066,626.53680,0.02728
200.70000,16.92319,754.78125,626.77814,0.02729
200.80000,16.93148,755.02368,626.97943,0.02731
200.90000,16.93988,755.38025,627.27551,0.02732
201.00000,16.94826,755.52155,627.39288,0.02733
201.10000,16.95650,755.69342,627.53558,0.02735
201.20000,16.96484,756.00336,627.79297,0.02736
201.30000,16.97317,756.27118,628.01538,0.02737
201.40000,16.98147,756.18536,627.94409,0.02739
201.50000,16.98986,756.65143,628.33112,0.02740
201.60000,16.99821,756.68042,628.35522,0.02741
201.70000,17.00645,757.07635,628.68402,0.02743
201.80000,17.01488,757.48926,629.02686,0.02744
201.90000,17.02328,757.65881,629.16766,0.02746
202.00000,17.03147,757.74512,629.23932,0.02747
202.10000,17.03982,758.16315,629.58649,0.02748
202.20000,17.04816,758.15179,629.57703,0.02750
202.30000,17.05648,758.78137,630.09985,0.02751
202.40000,17.06487,758.57251,629.92645,0.02752
202.50000,17.07318,758.86517,630.16943,0.02754
202.60000,17.08148,759.39661,630.61078,0.02755
202.70000,17.08990,759.65521,630.82550,0.02756
202.80000,17.09820,759.42682,630.63586,0.02758
202.90000,17.10648,759.97156,631.08820,0.02759
203.00000,17.11485,760.12762,631.21783,0.02760
203.10000,17.12312,760.68066,631.67706,0.02762
203.20000,17.13148,760.81244,631.78650,0.02763
203.30000,17.13985,761.08002,632.00867,0.02764
203.40000,17.14819,760.98822,631.93243,0.02766
203.50000,17.15657,761.38696,632.26355,0.02767
203.60000,17.16486,761.54974,632.39874,0.02768
203.70000,17.17317,761.99957,632.77228,0.02770
203.80000,17.18153,762.35803,633.06995,0.02771
203.90000,17.18986,762.48468,633.17511,0.02772
204.00000,17.19812,762.73615,633.38397,0.02774
204.10000,17.20646,762.89838,633.51868,0.02775
204.20000,17.21486,763.21588,633.78235,0.02776
204.30000,17.22322,763.09436,633.68140,0.02778
204.40000,17.23152,763.44458,633.97223,0.02779
204.50000,17.23986,763.71753,634.19891,0.02780
204.60000,17.24819,764.15009,634.55811,0.02782
204.70000,17.25652,764.33038,634.70782,0.02783
204.80000,17.26484,764.37067,634.74127,0.02784
204.90000,17.27312,764.74451,635.05170,0.02786
205.00000,17.28149,765.24475,635.46710,0.02787
205.10000,17.28987,765.09064,635.33917,0.02789
205.20000,17.29818,765.45294,635.64001,0.02790
205.30000,17.30656,765.38220,635.58124,0.02791
